product_id,ratings,reg_date,article_headline,article_content,help_count,is_photo_review
200344419,1,2021.02.09,최악.,"그레이를 시켰으나 베이지가 옴. 상자 상태부터 뭔가 교환환불 제품 받은것처럼 뜯겨져 있고 테이핑이 이미 한번 뜯어진 상태에서 덧씌운 상태임. 솜은 어디서 빠졌는지를 모르겠음. 교환 받거나 환불 받으려고 통화를 걸었으나 열한시쯤 네통 걸어도 안받아 점심시간인가 싶어서 오후에 다시 걸었으나 여전히 안받음. 교환 환불처리도 불가능할거 같아서 그냥 포기함. 다른 사람이 내 리뷰 보고 주문 안 했음좋겠음.
+앉아있다가 일어나면 그 자리가 푹 꺼져있음. 본인 163/44임.
시간 지나면 괜찮아지겠지 싶었는데 여전해서 발로 주변 푹푹 밟아가며 부풀렸는데 그나마 괜찮아졌다가 다시 앉으면 푹 꺼져서 오래 못쓸거같음.",3,False
200344419,2,2021.05.05,,,0,False
200344419,2,2020.09.15,,,0,False
200344419,3,2021.03.21,,그레이 주문했는데 베이지가 왔네요 교환도 껄끄럽고 그냥 쓸수밖에요 141아들 누우니 저정도 되요,1,False
200344419,3,2021.01.04,후기 괜찮은거같아 샀는데,"박스왔을때 꼭 반품상품보낸거처럼 테이핑 지저분하게 되어있어서 뭔가 찝찝한 느낌으로
개봉했습니다.
다른분후기처럼 바스락소리 심한건 맞고요.
딱 처음 앉았을때 솜이 가운데쪽이 없는 빈거같은 느낌을 받았습니다.
그래서 솜을 밀어넣어봤는데요.
그래도 소용없네요.
앉아있다보면 앉은부분의 솜은
다 어디로 도망가고 없네요.;;
원래 이런건지 제가 하자상품
반품된걸 받은건지 의문입니다.",3,False
200344419,3,2020.09.21,,,0,False
200344419,4,2020.03.02,,방에 두고 쓰기 좋아요 앉을때 바스락 거리는 소리가 나는데 아기들 촉감책에서 나는 소리랑 비슷하네요 ㅋㅋ 아기가 태어나면 좋아할것같네요 접는데에도 이상없이 잘되고 굿굿,6,False
200344419,4,2020.01.16,,,0,False
200344419,4,2019.09.26,,딸과 사위에게 선물했는데 좋다고하네요~,7,False
200344419,5,2021.03.09,,,0,False
200344419,5,2021.02.27,,,0,False
200344419,5,2021.02.25,가격대비 아주만족합니다.,,0,False
200344419,5,2021.01.27,편하고 냄새안나고 혼자쓰기 딱 좋아요,"생각보다 색상은 진해요!!
그래도 엄청 푹신하고 뚱뚱하고 ㅋㅋㅋㅋ
혼자 낑낑거리며 옮겼지만
냄새도 안나고 바로 사용하는데 넘 좋습니다!
디자인도 심플하니 질리지 않을거같아요:)",0,False
200344419,5,2020.12.31,,"생각보다 되게 좋아요
일주일정도 써봤는데 쿠션감 안빠지구요
첨에 받았을 때 생각했던거보다 커서 깜짝 놀랐는데
며칠 쓰고나니 편해져서 없으면 절대 안될거같아요

이사하고 매트리스 오기 전까지 이걸 침대 대신으로 썼는데 한쪽 팔 내리고 한쪽팔에 머리대고 자면 진짜 꿀잠자구요

코로나라 재택하는데 일하다가 잠깐 앉은 사이에 잠들어버리고 그래서 좀 곤란해요

첨에 앉을 때 좀 푸스락?거리는 소리가 거슬리긴 했는데 쿠션감도 잘안빠지고 냄새도 그리 심하지 않구 저는 가격대비 좋은거 같아요

아 근데 각도 조절하는거 진짜 개힘들어요

———————————/——————————————
한 달? 정도 지난 시점에서
소파 쿠션 다 꺼졌구요
버리고 새 거 사자니 그게 더 골치 아플거같긴해요
나름 그냥저냥 쓸수는 있는데 불편해요 허리으프고
첨엔 몰랐는데 장식으로 달린 단추?도 대충 달려서 달랑거려요 머리카락 끼고 등에 걸리고..",8,False
200344419,5,2020.12.29,,,0,False
200344419,5,2020.09.24,,"가성비 너무 만족 !!
좌식쇼파로 딱이네여",2,False
200344419,5,2020.02.25,,"생각보다 좋아요. 배송도 빠르고.
사이즈는 접고나니 그렇게 크지않아요
혼자쓰기 편해요
옆으로 누으면 세상 편해요",4,False
200344419,5,2020.02.01,,생각보다 싸이즈도 넉넉한편이고 쿠션감이 너무좋아요 배송도 빨라서 만족했습니다만 미리연락 준다고 있던데... 연락은따로 안오고 그냥 문앞에 두고 가셨습니다,10,False
