product_id,ratings,reg_date,article_headline,article_content,help_count,is_photo_review
1093072578,1,2021.05.05,다시 주문하라고 하면 절대 안할겁니다...,"어디하나 멀쩡한게 없네요...거울은 떨어져서 왔구요 깨지지 않는게 용하네요......거울 또한 닦아도잘 닦이지도 않구요
잘보이지 않는 안쪽은 박다가 실패했는지 구멍이 여러군데 뚫려 엉망이네요 손잡이 4개 모두 흠집있구요....서랍도 짝이 안 맞아 삐뚤
좋은게 좋다고 이런 댓글 잘 안쓰는데 화가 나서 적어봅니다",0,False
1093072578,1,2021.03.19,,,0,False
1093072578,3,2021.03.28,,,0,False
1093072578,4,2020.09.05,깔끔하고 수납력 좋으며 가성비 최고의 화장대,다 좋고 만족하면서 잘 쓰고 있는데 딱 한가지 단점이 있다면 하단부 서랍장 두개가 너무 작고 잘 빠져요. 그 부분이 조금만 보완된다면 진짜 최고입니다. 이 제품으로 화장품 싹 정리해서 침대 사이드 테이블처럼 쓰고 있는데 디자인도 깔끔하고 너무 좋아요.,4,False
1093072578,4,2020.04.03,깔끔하니 쓸만하네요 튼튼하고,사이즈도 적당하고 거울을닫았을때 서랍장으로 보여서 깔끔해보여서 좋습니다 화장대를 뒤에 바짝붙혓을때 거울을펼치면 얼굴이 안보여 벽에서 좀 띄어서 놔둬야합니다,4,False
1093072578,5,2021.05.10,오오,"좋아요! 밑에 서랍은 생각보다 짧아요 열자마자 빠지는 느낌 ㅋㅋㅋㅋㅋ적응되겠죠!
잘쓰겠습니다",0,False
1093072578,5,2021.05.08,,,0,False
1093072578,5,2021.05.05,,,0,False
1093072578,5,2021.05.01,,,0,False
1093072578,5,2021.04.26,,,0,False
1093072578,5,2021.03.25,,,0,False
1093072578,5,2021.03.24,,,0,False
1093072578,5,2021.02.26,,,0,False
1093072578,5,2021.01.16,,,0,False
1093072578,5,2020.10.14,좋아요.,"맘에 들어요.
딱 필요 했던거라 좋아요.
아쉬운건 거울을 쓸때마다 앞으로 당기거나 아니면 첨부터 앞으로 당겨 놔야 해요.
높이도 나쁘지않고 서랍들이 작고
귀엽네요.",0,False
1093072578,5,2020.05.19,,,0,False
1093072578,5,2020.04.18,,"아담하니 예뻐요~
비싸보이게 견고한 느낌은 아닙니다만 가격대비 하면 매우 우수합니다~
특히 거의 모두 조립된 상태로 배송되어 좋았어요~
다리랑 서랍 손잡이만 끼워 넣으면 되었어요~",4,False
1093072578,5,2020.03.28,가격대비 만족,가격대비 너무 만족하고 좁은 공간에 화장대로 사용하기 무리없습니당,3,False
